marker,chr,pos
backupUNC030022855,3,26.179594
JAX00517313,3,26.441053
UNC030885228,3,26.503214
backupUNC030025601,3,27.790943
UNC030026622,3,28.08597
UNC030576333,3,28.575896
backupJAX00517811,3,28.665048
JAX00517956,3,29.115944
JAX00105693,3,29.430991
JAX00518172,3,29.880462
backupUNC030027112,3,30.125864
backupJAX00105776,3,30.524552
UNC030027457,3,30.784839
UNC030305274,3,31.208378
UNC030305301,3,31.418845
JAX00518609,3,31.796541
UNC030305462,3,32.051653
UNC030031869,3,32.378673
backupUNC030032112,3,32.597968
UNC030396366,3,32.836721
UNC030033468,3,33.307603
backupUNC030397650,3,33.921072
JAX00519141,3,34.180745
JAX00106081,3,34.59235
backupUNC030035836,3,35.583973
UNC030038161,3,36.326858
backupUNC030041565,3,36.762933
UNC030043914,3,37.1495
UNC030046377,3,37.427289
backupUNC030403972,3,37.874547
UNC030404303,3,38.144509
backupUNC030053338,3,38.240116
UNC030056781,3,38.575631
backupJAX00520333,3,39.049032
JAX00106431,3,39.256484
backupUNC030062236,3,39.723954
UNC030063670,3,40.041503
UNC030065366,3,41.542653
UNC030067470,3,42.064794
backupUNC030068994,3,42.552195
backupJAX00521241,3,42.82876
UNC030069075,3,43.138246
JAX00106742,3,43.506925
JAX00106764,3,43.844627
backupUNC030414782,3,44.164103
backupJAX00106851,3,44.983565
UNC030421507,3,45.939488
JAX00107002,3,47.004031
UNC030426787,3,47.668781
backuprs47468865,3,48.187493
UNC030587080,3,48.402628
JAX00522139,3,48.453779
UNC_rs30456206,3,48.634773
backupUNC030439207,3,49.086494
UNC030441511,3,49.303489
backupJAX00107182,3,49.406654
UNC030448105,3,50.066539
UNC030452391,3,50.572552
UNC031025635,3,50.89561
backupUNC030071070,3,51.662299
backupUNC030071414,3,51.825314
UNC030661179,3,52.246072
UNC030308693,3,52.61736
UNC030074556,3,52.973026
backupUNC030074707,3,53.004559
backupJAX00523300,3,53.958323
JAX00523361,3,54.324095
JAX00523492,3,54.962092
JAX00107624,3,55.335532
JAX00523707,3,55.656554
UNC031064554,3,55.714823
JAX00107652,3,55.732065
backupJAX00107677,3,56.058148
UNC030456578,3,56.495903
backupUNC031073789,3,57.161904
backupUNC030458360,3,57.216331
JAX00107800,3,57.690897
UNC030075316,3,57.955986
UNC030460720,3,58.374371
UNC030460985,3,58.518756
UNC030600591,3,58.804381
JAX00524252,3,58.806804
UNC030075885,3,59.322589
UNC030077897,3,60.480321
UNC030078109,3,60.585778
JAX00108034,3,60.844953
JAX00108068,3,61.292774
backupUNC030079540,3,61.679243
backupJAX00108182,3,62.80033
backupJAX00108203,3,63.089111
JAX00108217,3,63.277489
UNC031090493,3,63.615865
UNC031092544,3,63.968735
backupUNC030466538,3,64.157467
UNC030083355,3,64.775904
backupUNC031096286,3,65.172902
backupUNC030085630,3,65.448399
JAX00525306,3,65.681596
UNC030606074,3,66.164196
UNC030606194,3,66.196891
JAX00525416,3,66.208516
JAX00525579,3,67.014113
backupUNC030608386,3,67.37618
UNC030086476,3,67.483256
JAX00525718,3,67.857847
JAX00108603,3,68.48589
UNC030088171,3,68.743484
JAX00526090,3,69.681524
JAX00108714,3,69.965893
JAX00526317,3,70.971652
JAX00526348,3,71.201173
UNC_rs47362789,3,71.870846
backupUNC030473223,3,71.939894
backupUNC030098041,3,72.902446
backupUNC030474070,3,73.121646
backupUNC030474244,3,73.408275
UNC030099692,3,73.731955
backupUNC030475072,3,74.021008
UNC030101822,3,74.514246
UNC031163696,3,74.834335
UNC030103315,3,74.976712
backupJAX00527064,3,76.006799
UNC030106226,3,76.371569
backupUNC030479790,3,76.596075
UNC030107226,3,76.773277
UNC030107694,3,77.14759
JAX00109289,3,77.65408
JAX00527422,3,78.359999
backupUNC030615251,3,78.594019
JAX00527615,3,79.422986
JAX00109485,3,80.261724
UNC030484421,3,80.386201
UNC_rs32588448,3,80.86554
UNC030121003,3,80.984503
UNC030121935,3,81.481698
JAX00109598,3,81.758965
UNC030123630,3,81.957946
UNC_rs47700960,3,82.459516
backupUNC030619800,3,82.778059
UNC030485727,3,83.052457
UNC030128803,3,83.868154
UNC030129017,3,83.933462
UNC030314030,3,84.293362
backupUNC030131100,3,84.640062
UNC030132438,3,85.022592
UNC030488029,3,85.209775
UNC030314351,3,85.464825
UNC030134956,3,85.79254
UNC030135021,3,86.011519
backupUNC030136380,3,86.476573
UNC030137025,3,86.658153
backupUNC030621671,3,86.936304
UNC030140046,3,87.320897
backupUNC030491543,3,87.723036
backupUNC031240954,3,88.098637
backupJAX00110129,3,88.854542
JAX00529551,3,88.8564
backupUNC030493487,3,89.126435
JAX00110173,3,89.444893
backupUNC031252208,3,90.031448
backupUNC030669217,3,90.434142
JAX00220897,3,90.481884
JAX00110264,3,90.660613
UNC031750934,3,91.288217
UNC030670638,3,91.518655
JAX00110371,3,92.173618
UNC030672356,3,92.578747
UNC030144412,3,92.877472
UNC030494123,3,93.114064
UNC_rs33036281,3,93.482736
UNC030315520,3,93.629221
UNC030147052,3,93.852166
backupUNC030148203,3,94.595346
backupUNC031283836,3,94.703106
JAX00110623,3,95.729703
backupUNC031289758,3,95.979338
backupUNC030495445,3,96.410639
backupUNC030151472,3,96.700248
UNC031291061,3,97.377177
UNC030152534,3,97.701351
JAX00531138,3,98.162249
UNC030674885,3,98.356755
UNC031303497,3,99.198356
UNC030497760,3,99.794174
JAX00531580,3,99.851266
JAX00531690,3,100.163019
backupUNC030498753,3,100.692862
backupUNC030500343,3,101.245057
UNC030500624,3,101.316375
JAX00532080,3,101.760311
backupJAX00111083,3,101.962192
backuprs47476405,3,102.281675
backupUNC030160320,3,103.114754
JAX00532514,3,103.631002
UNC030162846,3,104.230952
backupUNC030163295,3,104.320698
UNC030164357,3,104.756598
JAX00532797,3,105.146617
UNC030504743,3,105.424619
UNC030505184,3,105.667444
UNC030165183,3,106.043586
backupUNC031344859,3,106.48273
backuprs50251226,3,106.984857
UNC030678789,3,107.189642
backupUNC030165585,3,107.460459
UNC030166169,3,108.113306
UNC030679974,3,108.496003
backupUNC030680012,3,108.499604
JAX00533571,3,108.519134
backupJAX00111594,3,108.853605
UNC030166572,3,109.124697
UNC030166695,3,109.651151
backupUNC030167218,3,109.986412
UNC030167837,3,110.590694
UNC030168013,3,110.800631
UNC030168230,3,110.935238
UNC030171009,3,111.567775
UNC030174471,3,112.393882
UNC030174521,3,112.402796
backupUNC030630906,3,113.029586
UNC030181544,3,114.009059
UNC030631374,3,114.50604
UNC030513682,3,114.695438
UNC030516363,3,115.03404
backupUNC030517272,3,115.29519
UNC030182985,3,115.613701
UNC030184442,3,116.06282
backupUNC030184717,3,116.632921
backupUNC030186584,3,117.005057
backupUNC030187275,3,117.487795
UNC030522706,3,117.858371
UNC030522780,3,117.906442
UNC030188930,3,118.583916
UNC030189073,3,119.088493
backupUNC030634749,3,119.542755
UNC030523155,3,119.975991
backupUNC030523551,3,120.114279
backupUNC030192101,3,120.841733
backupUNC030192802,3,121.133291
UNC030635113,3,121.416435
backupJAX00112535,3,121.679028
UNC030194728,3,121.828392
backupUNC030196962,3,122.706685
JAX00536296,3,123.16348
JAX00536368,3,123.459935
UNC030199698,3,123.715945
JAX00221552,3,124.279496
UNC030202352,3,124.631978
JAX00112778,3,124.915814
backupUNC030543626,3,125.120967
UNC030548177,3,125.564411
JAX00112843,3,125.783228
backupUNC030554242,3,126.198177
JAX00112911,3,126.702921
backupUNC031465999,3,126.965947
UNC030213875,3,127.283119
backupUNC030220523,3,127.924533
UNC030222589,3,128.154375
backupUNC031474043,3,128.553797
UNC030323436,3,129.645016
backupJAX00537639,3,130.35899
UNC030227936,3,130.507957
UNC030229530,3,130.818341
UNC030230440,3,131.127514
backupUNC031495555,3,131.484063
UNC030354097,3,132.031871
backupUNC030230614,3,132.629211
JAX00221691,3,132.632944
backupUNC031506483,3,132.879266
UNC030231288,3,132.938053
JAX00113456,3,134.048247
JAX00538325,3,134.050145
UNC030232839,3,134.212975
backupUNC030232983,3,134.517281
UNC030637510,3,135.310421
JAX00113574,3,135.626767
UNC030235509,3,135.786158
backupUNC030638134,3,136.051825
UNC030638648,3,136.708713
UNC030237825,3,137.317747
UNC030556947,3,137.705011
UNC030239481,3,137.900043
UNC030355646,3,138.195287
UNC030241721,3,138.382385
JAX00539298,3,138.874529
UNC030244865,3,139.156147
UNC030249365,3,140.080072
UNC030558559,3,140.374071
backupUNC030254209,3,140.680849
backupJAX00539744,3,140.989203
UNC030642512,3,141.524466
UNC030262102,3,141.679469
UNC030262702,3,141.976296
backupUNC030263285,3,142.292607
UNC030264556,3,142.755739
JAX00114126,3,142.985454
backupJAX00114148,3,143.284507
backupUNC030267817,3,144.005528
UNC031784421,3,144.199417
JAX00540786,3,144.43959
backupUNC030269400,3,144.666385
UNC030357297,3,145.213697
UNC030269927,3,145.258035
UNC030560328,3,145.360603
JAX00114333,3,145.767747
backupUNC030271400,3,146.042202
backupUNC031617344,3,147.83432
backupJAX00541626,3,148.21024
UNC030276220,3,148.3909
JAX00541715,3,148.611352
UNC030687843,3,148.95546
UNC030278892,3,149.402199
UNC030281570,3,150.434535
UNC030284436,3,151.205858
UNC030285648,3,151.538628
backupUNC030287736,3,152.041372
backupJAX00542382,3,152.306582
backupUNC030289277,3,152.903035
JAX00542541,3,153.228174
backupUNC030291736,3,153.612662
UNC030294821,3,153.900308
UNC030564439,3,154.235563
backupUNC031666328,3,154.434381
UNC030688436,3,154.897082
backupUNC030566351,3,155.63001
UNC030328857,3,156.067784
JAX00543238,3,157.114388
UNC030652281,3,157.800972
backupJAX00115227,3,157.837356
UNC030298778,3,158.364187
JAX00115348,3,159.490311
JAX00115400,4,3.427907
UNC040001211,4,3.752096
UNC040001583,4,4.484628
UNC040386948,4,4.733213
JAX00543807,4,4.753903
JAX00543852,4,4.971345
JAX00115551,4,5.435867
UNC040002361,4,6.222343
UNC040002854,4,6.376626
backupUNC040472579,4,6.694396
backupUNC040003533,4,7.723407
backupUNC040474414,4,8.106277
UNC040006271,4,9.033743
backupUNC040475692,4,9.28424
UNC040601203,4,9.397462
backupUNC040007619,4,9.706791
JAX00115955,4,10.811164
backupUNC040011911,4,11.332044
UNC040848021,4,12.166361
UNC040012289,4,12.601201
UNC040012563,4,13.16177
backuprs50045468,4,13.302141
UNC040602308,4,13.819441
UNC040013706,4,14.146658
JAX00545719,4,14.541205
UNC040484828,4,14.821683
backupUNC040016312,4,15.211213
JAX00545910,4,15.635309
UNC040017672,4,16.267976
backupJAX00116373,4,16.446894
UNC040487922,4,16.649503
UNC040017889,4,17.134743
UNC040755710,4,17.381109
JAX00546239,4,18.249923
backupUNC040019534,4,18.412934
backupUNC041770741,4,19.460203
UNC040021552,4,20.010291
UNC_rs49474198,4,20.474921
UNC040913408,4,20.885065
UNC040024701,4,21.631345
backupUNC040924127,4,22.252538
backupJAX00546689,4,22.56657
UNC040389759,4,23.286698
UNC040936965,4,23.996609
UNC040027639,4,24.59641
UNC040950492,4,25.746885
UNC040032262,4,26.604334
UNC040032738,4,27.05971
UNC041771243,4,27.262087
UNC040390531,4,27.637087
JAX00117198,4,27.650302
UNC040390571,4,27.809481
backupJAX00547295,4,28.090434
backupJAX00547328,4,28.37175
backupJAX00547361,4,28.714066
backupJAX00547413,4,28.997534
backupUNC040036021,4,29.321281
UNC040036587,4,29.768058
JAX00117379,4,30.033003
backupUNC040036735,4,30.292924
JAX00117411,4,30.463157
backupJAX00547742,4,31.328812
UNC040039182,4,31.577705
UNC040039882,4,31.962988
JAX00547912,4,32.63908
UNC040042992,4,32.964323
UNC040043223,4,33.26833
backupJAX00117641,4,33.592126
backupUNC040490807,4,34.049428
UNC040043494,4,34.722286
JAX00548259,4,35.116457
UNC040493917,4,35.168917
JAX00117781,4,35.611134
UNC040436316,4,35.857719
backupUNC040044633,4,36.121313
UNC040494447,4,36.374196
JAX00548377,4,36.375021
JAX00117874,4,36.890354
UNC040049033,4,37.89912
backupUNC040051095,4,38.664065
UNC040052293,4,39.252806
backupUNC040052920,4,39.45759
JAX00118092,4,39.791225
UNC040494877,4,40.447814
JAX00548847,4,40.734382
UNC040495987,4,41.032964
UNC040054581,4,41.254229
backupUNC040437864,4,41.645848
UNC040438036,4,41.806544
UNC041043835,4,42.88025
UNC040392781,4,42.965587
JAX00549089,4,43.344482
UNC040397325,4,44.016928
backupUNC040498034,4,44.293038
UNC040611770,4,44.753612
UNC040397907,4,45.152637
JAX00118462,4,45.638695
JAX00549963,4,46.626164
UNC040057663,4,46.923425
UNC040058936,4,47.458054
UNC040059085,4,47.699478
backupJAX00118652,4,48.180138
backupJAX00550418,4,48.902503
JAX00550421,4,48.939641
JAX00118744,4,49.389759
UNC041084362,4,49.679723
UNC040062820,4,49.825522
backupUNC040064006,4,50.450299
JAX00118885,4,51.29759
UNC040064914,4,51.731444
JAX00118933,4,51.923938
JAX00118966,4,52.34879
UNC040507075,4,52.72112
backupJAX00550998,4,52.912836
backupJAX00119023,4,53.129562
UNC040509262,4,53.923802
UNC040509337,4,54.266944
UNC040399402,4,54.733253
backupUNC040510552,4,54.933382
UNC040072689,4,55.278993
backupUNC040511515,4,55.597211
backupUNC040076737,4,55.988838
JAX00551680,4,56.270225
UNC040078637,4,56.532145
UNC040080091,4,56.79828
backupUNC040081306,4,57.229958
backupUNC040081478,4,57.379856
UNC040082004,4,57.822282
UNC040082401,4,58.123394
backupUNC040511848,4,58.321076
UNC040400501,4,59.418165
UNC040513634,4,59.731805
UNC040085441,4,61.528242
UNC040513805,4,62.293057
UNC040086369,4,62.65059
UNC040087947,4,63.289431
backupJAX00119690,4,63.412261
JAX00119711,4,63.677944
UNC040088787,4,64.261259
UNC040624579,4,64.707461
backupUNC040088866,4,64.979273
JAX00553073,4,65.400167
backupUNC041182910,4,65.465299
UNC041185462,4,65.774092
JAX00553117,4,65.782459
UNC040514618,4,66.236102
UNC040514995,4,66.520701
JAX00553347,4,66.845902
backupUNC040089799,4,67.098252
UNC040092603,4,67.380067
backupUNC041199270,4,67.80616
UNC040101802,4,68.347896
UNC040401940,4,68.466
UNC041806279,4,68.756812
JAX00553732,4,69.117356
UNC041208191,4,69.919794
JAX00553875,4,69.973717
backupUNC040103931,4,70.313957
backupJAX00554030,4,70.673347
backupUNC040107340,4,70.894615
UNC040115430,4,71.573918
JAX00554196,4,71.999397
backupJAX00554270,4,72.238309
UNC040122874,4,72.605012
JAX00554378,4,72.866183
JAX00554446,4,73.421357
UNC040127040,4,73.841176
UNC041226171,4,74.145025
UNC040128472,4,74.214672
UNC040130245,4,75.084896
UNC040131987,4,75.660465
JAX00120641,4,76.193199
UNC_rs28060011,4,76.433173
UNC040137839,4,76.626976
UNC040139607,4,76.865417
UNC040143298,4,77.25476
JAX00555151,4,77.921624
UNC041245847,4,78.210443
backuprs51462341,4,78.643015
UNC040517254,4,78.900946
backupUNC040710903,4,79.392356
JAX00555348,4,79.404141
backupJAX00555391,4,79.811825
backupUNC040523521,4,80.737082
JAX00121006,4,81.075984
UNC040156491,4,81.283751
backupUNC040157163,4,81.676187
backupUNC040157393,4,81.98693
backupUNC040526236,4,82.542317
JAX00555843,4,82.550855
backupJAX00555853,4,82.604405
backupUNC040159895,4,83.385738
backupUNC040528080,4,83.577605
UNC040528403,4,83.909358
JAX00121217,4,83.917074
backupUNC040528701,4,84.143134
UNC040162843,4,84.75893
UNC040163546,4,85.026805
JAX00556673,4,86.117051
backupUNC040762478,4,86.196642
UNC040405955,4,86.728676
UNC040531783,4,86.880212
UNC040168525,4,87.097835
backupUNC040764205,4,87.452285
UNC041313104,4,87.846362
backupUNC041315732,4,88.224488
UNC040712671,4,88.304612
UNC040532229,4,88.742675
UNC040406444,4,89.578284
UNC040172463,4,89.836407
backupUNC040628186,4,90.058187
UNC040532350,4,90.625465
UNC040532408,4,91.094285
UNC040181847,4,91.294043
UNC040185706,4,91.862427
backupUNC040532754,4,92.347911
UNC040193272,4,92.792935
UNC040197686,4,93.304528
UNC040534812,4,93.913196
UNC040200838,4,94.212704
JAX00122002,4,94.369417
JAX00558161,4,94.369495
JAX00122062,4,95.180678
JAX00558461,4,95.571566
JAX00558638,4,95.948364
UNC040204146,4,96.074505
UNC040537292,4,96.404566
backupUNC040631847,4,96.878294
UNC040204372,4,97.344236
backupUNC041366247,4,97.549093
JAX00122280,4,98.09208
backupUNC040206336,4,98.366714
backupUNC040206557,4,98.718211
UNC041375571,4,98.900215
JAX00559336,4,99.274566
UNC041380592,4,99.684753
UNC_rs47126373,4,100.176296
UNC040211661,4,100.546465
backupUNC040539500,4,101.291225
backupUNC040634889,4,101.904859
UNC040213836,4,103.192116
JAX00560231,4,103.294681
UNC040545039,4,103.779463
UNC_rs46030938,4,104.048441
backupUNC040545931,4,104.909939
UNC040716572,4,105.032234
JAX00122831,4,105.445591
UNC040215368,4,105.921388
UNC040546022,4,105.994069
backupUNC040217154,4,106.472124
backupUNC040639750,4,106.784189
UNC040217933,4,106.896615
JAX00122968,4,107.228446
JAX00561453,4,107.586367
backupUNC040220249,4,108.585475
JAX00123083,4,108.794204
backupUNC040221426,4,108.988349
JAX00561795,4,109.41244
backupUNC040722072,4,109.64549
UNC040722464,4,110.340334
UNC040222765,4,110.629939
UNC040222784,4,110.772932
JAX00562006,4,110.785823
UNC040546662,4,111.778071
UNC040548302,4,113.322856
UNC040238472,4,113.441842
UNC040415931,4,113.92074
UNC040550204,4,114.289968
backupUNC040653449,4,114.539868
UNC_rs51900929,4,114.78771
UNC040260326,4,115.058286
UNC040260394,4,115.368274
JAX00123567,4,115.707005
UNC040260617,4,115.897792
UNC040417296,4,116.378798
backupUNC040654183,4,116.693421
UNC040654382,4,116.811286
backupUNC040553270,4,117.231472
JAX00563134,4,117.87039
UNC040261684,4,118.015806
backupUNC040556164,4,118.413277
UNC040264212,4,118.740431
JAX00123807,4,118.920469
UNC040558420,4,119.268227
UNC040267805,4,119.97806
JAX00123887,4,119.99444
UNC040267978,4,120.029001
backupUNC040268596,4,120.615648
backupJAX00563942,4,120.709727
JAX00564025,4,121.006873
UNC040270067,4,121.342143
JAX00564124,4,121.660142
backupUNC040270694,4,122.721463
UNC040271813,4,122.882601
UNC040272311,4,123.406846
JAX00564404,4,123.780004
UNC040657708,4,124.156158
UNC040276600,4,124.398121
backupUNC040277250,4,124.699772
JAX00564878,4,125.318613
UNC040279033,4,125.809614
backupUNC040564448,4,126.303651
JAX00565280,4,126.573753
backupUNC040565220,4,126.73504
JAX00124379,4,127.108787
UNC040565556,4,127.379158
backupJAX00124429,4,127.780339
UNC040280682,4,128.089212
backupUNC040281257,4,128.226373
JAX00565899,4,128.430081
UNC040664302,4,128.867035
backupUNC041557936,4,129.20716
backupUNC040285386,4,129.425626
backupUNC040288708,4,129.899065
UNC040290398,4,130.261298
UNC040291149,4,130.818487
JAX00124656,4,131.041745
JAX00566644,4,131.42015
JAX00124700,4,131.625369
UNC040294343,4,131.911808
JAX00124758,4,132.379057
backupUNC040295831,4,132.625731
UNC040568608,4,132.909003
UNC040296531,4,133.051439
UNC040421314,4,134.123245
UNC040308497,4,134.543156
UNC040665461,4,135.413641
backupUNC040310982,4,135.507634
backupUNC040312649,4,135.966763
UNC040314903,4,136.222643
UNC040316624,4,136.423942
backupUNC040666605,4,136.842411
JAX00125120,4,137.231749
backupUNC040580735,4,137.244487
backupUNC040745256,4,137.952013
backupJAX00125209,4,138.427554
UNC040591961,4,138.446678
UNC040671242,4,139.005216
UNC040317032,4,139.206882
UNC040317055,4,139.365313
JAX00568686,4,139.752706
JAX00568759,4,140.121588
UNC040592126,4,140.488914
backupUNC041622616,4,141.462982
UNC040327013,4,141.932436
backupUNC040696669,4,142.77697
backupUNC040460521,4,143.001819
UNC040423822,4,143.898561
UNC040461214,4,144.303952
backupUNC040341599,4,144.425641
UNC040347172,4,145.010038
UNC041634270,4,145.19458
UNC040462742,4,146.493896
UNC040354445,4,147.908653
UNC040464547,4,148.19305
UNC040357800,4,148.308888
UNC040360878,4,148.70022
backupUNC040362495,4,148.98639
backupUNC040363260,4,149.136753
backupUNC040364401,4,149.480707
backupUNC040366238,4,149.914566
backupUNC040702434,4,150.660324
UNC041654100,4,151.18503
JAX00570963,4,151.299558
UNC040373894,4,151.969041
backupUNC040375065,4,152.403169
backupUNC040376288,4,152.713744
UNC040377993,4,153.217344
UNC040599457,4,153.413608
backupUNC040379366,4,153.806078
backupUNC040380156,4,154.192156
UNC040752097,4,154.55684
UNC040466207,4,155.029992
backupUNC040752686,4,155.192789
backupUNC040383342,4,155.594738
backupUNC040600031,4,156.138564
UNC050000078,5,3.160082
backupUNC050000423,5,3.325372
backupUNC050315457,5,3.973237
UNC050443053,5,4.312526
UNC050001919,5,4.626464
JAX00572508,5,4.626787
backupUNC050316601,5,4.967351
backupJAX00126650,5,5.659216
UNC050008128,5,6.28943
backupUNC050008230,5,6.510176
UNC050008694,5,6.671536
UNC050317202,5,7.037235
UNC050317754,5,7.277112
backupUNC050011453,5,7.900035
UNC050012148,5,8.122312
UNC050013072,5,8.798637
UNC050013632,5,9.265934
JAX00573571,5,9.281193
UNC051664098,5,9.302529
JAX00573750,5,10.055339
backupUNC050017797,5,12.261186
backupJAX00574057,5,12.580435
UNC050318764,5,12.65079
JAX00127176,5,13.395581
UNC050320016,5,13.731456
UNC050684093,5,13.896774
UNC050023971,5,14.104939
JAX00574354,5,14.184156
UNC050024486,5,14.229549
backupUNC050027182,5,14.80501
UNC050320812,5,16.051052
UNC050028953,5,16.265517
JAX00574571,5,16.271498
backupUNC050029531,5,16.608488
backupUNC050030024,5,16.787215
backupJAX00574846,5,17.563226
JAX00127455,5,17.738608
backupJAX00574888,5,17.811165
UNC050035245,5,18.047861
JAX00127498,5,18.327876
backupJAX00575134,5,18.989105
JAX00575186,5,19.224922
JAX00575344,5,19.933848
backuprs49751772,5,20.216042
JAX00575480,5,20.526466
backupUNC050044412,5,20.796343
JAX00127710,5,21.148574
UNC050044757,5,21.211736
backupUNC050321433,5,21.681047
JAX00575827,5,21.98447
JAX00575953,5,22.323889
UNC050461785,5,23.179331
JAX00127874,5,23.352959
UNC050061348,5,24.108431
backupUNC050063271,5,24.311463
UNC050064364,5,24.682079
UNC050065283,5,24.932162
UNC050066676,5,25.545333
UNC_rs51195662,5,25.844704
UNC050071048,5,26.619674
JAX00128144,5,27.042804
JAX00577097,5,27.473957
JAX00577167,5,27.683925
UNC050076300,5,28.171695
backupJAX00577328,5,28.405141
UNC050076735,5,28.482929
UNC050326639,5,28.788388
UNC050078494,5,29.809867
backupUNC050791163,5,30.01199
UNC050080239,5,30.834663
UNC050326871,5,31.005049
JAX00128497,5,31.792769
UNC050264831,5,32.280466
backupUNC050083156,5,32.415158
JAX00128603,5,33.205967
backupUNC050086001,5,33.467078
backupUNC050327844,5,34.032237
JAX00578363,5,34.16262
JAX00578364,5,34.162715
UNC051666255,5,34.459859
backupUNC050328531,5,34.828203
UNC050328653,5,35.206606
backupUNC050329217,5,35.658702
backupJAX00578831,5,35.984096
UNC050331559,5,36.513
UNC050086387,5,36.86036
UNC051701093,5,37.447229
UNC050845539,5,37.958978
backupUNC050336654,5,38.182275
UNC050086912,5,38.493111
backupUNC050339644,5,38.753772
JAX00129044,5,39.151817
UNC050087440,5,39.495381
JAX00129088,5,39.747853
JAX00129109,5,40.015319
backupUNC050091325,5,40.424147
UNC050341987,5,40.746651
backupUNC050864887,5,41.126153
UNC050095551,5,41.565708
UNC050095980,5,41.920295
backupJAX00580345,5,43.266594
backupJAX00580448,5,43.583393
UNC050885502,5,43.960321
UNC050096588,5,44.265716
UNC050097641,5,44.464134
JAX00580710,5,44.780829
UNC050465555,5,45.818818
JAX00129573,5,46.206885
UNC050345606,5,46.647553
JAX00129629,5,46.975817
backupUNC050526450,5,47.553105
backuprs48596023,5,47.744732
JAX00581368,5,48.233182
backupUNC050351736,5,48.651283
UNC050921285,5,49.083497
UNC050266659,5,49.381204
backupUNC050925877,5,49.597235
JAX00581832,5,50.140346
JAX00129913,5,50.754015
backupUNC050100821,5,50.882383
backupUNC051674953,5,51.418594
UNC050102950,5,51.520651
JAX00129995,5,51.844278
UNC050104322,5,52.419806
UNC050359262,5,52.741501
UNC050466917,5,53.332218
backupUNC050531232,5,53.621879
UNC050360785,5,54.023357
backupUNC050366414,5,56.27178
JAX00583264,5,56.708567
UNC050977354,5,57.098878
UNC050467872,5,58.51564
UNC050370128,5,58.829444
backupJAX00130547,5,59.213573
UNC050267511,5,59.540184
JAX00226479,5,59.830663
backupUNC051001470,5,60.370119
UNC051678125,5,60.851269
backupUNC051678262,5,61.38563
JAX00583938,5,61.407696
backupJAX00130755,5,61.976986
backupUNC051009141,5,62.270234
JAX00584163,5,62.851299
UNC050537542,5,63.316974
UNC050377154,5,63.668109
UNC051679004,5,64.065285
UNC050380401,5,65.371831
UNC050380516,5,65.700466
UNC050381284,5,66.147341
JAX00584933,5,66.799569
UNC050382174,5,67.095284
backupUNC050268321,5,67.475749
UNC051043907,5,67.974542
backupUNC050469905,5,68.041563
UNC050470895,5,68.571441
backupUNC051053262,5,69.027651
UNC050268519,5,69.357018
JAX00585314,5,69.78595
backupUNC050111834,5,69.880584
backupJAX00131367,5,70.15665
JAX00585370,5,70.279943
UNC050113959,5,70.414081
UNC050541291,5,70.747436
backupUNC050541464,5,71.237131
JAX00131489,5,71.781041
JAX00131490,5,71.781111
UNC050573031,5,72.229207
JAX00585613,5,72.666277
JAX00131584,5,73.053177
UNC050114651,5,73.131596
JAX00585778,5,73.413118
backupUNC050383757,5,73.728084
UNC050383928,5,74.163683
JAX00131700,5,74.583575
UNC050269397,5,75.738638
UNC050120015,5,76.230584
backupUNC050387002,5,76.578679
backupUNC050583819,5,76.677123
JAX00586747,5,77.801818
UNC050122160,5,78.529804
JAX00132034,5,79.017762
UNC050123644,5,79.546282
backupJAX00132092,5,79.783571
backupUNC050124403,5,80.035155
JAX00132155,5,80.634777
backupUNC051680672,5,81.088771
JAX00587188,5,81.179723
backupUNC050128178,5,81.603559
JAX00587354,5,82.192439
UNC050131872,5,82.653774
UNC050133153,5,82.812759
UNC050271076,5,82.975264
backupUNC051148935,5,83.297685
backupUNC051149577,5,83.746434
JAX00587532,5,83.768719
UNC050134233,5,83.929905
backupUNC050134687,5,84.207415
UNC050135252,5,84.662655
UNC051151788,5,85.047603
UNC051730770,5,85.296789
JAX00587681,5,85.300721
backupUNC050135558,5,85.494044
UNC051153501,5,85.762861
backupUNC051161957,5,87.137456
UNC050547848,5,87.421541
backupUNC050138081,5,87.730744
JAX00587987,5,87.930092
backupUNC050138498,5,88.141414
JAX00588055,5,88.500258
backupJAX00132786,5,89.027292
UNC050548666,5,89.543318
UNC_rs46153694,5,89.931639
backupUNC050143599,5,90.267207
backupUNC050144019,5,90.641118
backupUNC050389568,5,90.857799
UNC050145324,5,91.475463
JAX00588652,5,91.797567
UNC050147527,5,92.470663
UNC050148542,5,92.756546
JAX00588835,5,92.758894
UNC050479750,5,92.997078
JAX00133103,5,93.262586
UNC050151284,5,95.510938
UNC050480921,5,96.127694
UNC050481044,5,96.355171
UNC050154313,5,96.804953
UNC050156012,5,97.23544
UNC050390954,5,97.792586
UNC050482226,5,98.242507
UNC050159502,5,98.947329
JAX00589724,5,100.10972
backupUNC050393242,5,100.681079
UNC050162074,5,100.987093
UNC050163361,5,101.614338
JAX00133575,5,101.615177
UNC050164501,5,102.149922
UNC050482880,5,102.190559
backupJAX00133664,5,102.760789
backupUNC050165980,5,102.786524
UNC050167123,5,103.921251
backupUNC050484879,5,104.126438
JAX00590630,5,104.644195
JAX00590645,5,104.702188
JAX00590706,5,105.012151
JAX00133874,5,105.593642
backupUNC050167831,5,106.038519
backupUNC050168422,5,106.230221
UNC050404802,5,106.998712
